transcript_id	gene_id	gene_name
ENSSSCT00000039778	ENSSSCG00000023012	ENSSSCG00000023012
ENSSSCT00000031137	ENSSSCG00000023012	ENSSSCG00000023012
ENSSSCT00000037151	ENSSSCG00000003247	ENSSSCG00000003247
ENSSSCT00000047989	ENSSSCG00000003247	ENSSSCG00000003247
ENSSSCT00000052992	ENSSSCG00000002908	ZBTB32
ENSSSCT00000003199	ENSSSCG00000002895	KMT2B
ENSSSCT00000032037	ENSSSCG00000030698	ENSSSCG00000030698
ENSSSCT00000083944	ENSSSCG00000003697	NDC80
ENSSSCT00000081348	ENSSSCG00000003697	NDC80
ENSSSCT00000004096	ENSSSCG00000003697	NDC80
ENSSSCT00000028653	ENSSSCG00000023127	ENSSSCG00000023127
ENSSSCT00000082218	ENSSSCG00000023127	ENSSSCG00000023127
ENSSSCT00000066933	ENSSSCG00000023127	ENSSSCG00000023127
ENSSSCT00000048583	ENSSSCG00000063299	ENSSSCG00000063299
ENSSSCT00000030971	ENSSSCG00000020888	ENSSSCG00000020888
ENSSSCT00000038489	ENSSSCG00000034816	METTL4
ENSSSCT00000069807	ENSSSCG00000034816	METTL4
ENSSSCT00000037788	ENSSSCG00000034816	METTL4
ENSSSCT00000060045	ENSSSCG00000054286	ENSSSCG00000054286
ENSSSCT00000031098	ENSSSCG00000022668	ZFP1
ENSSSCT00000081786	ENSSSCG00000022668	ZFP1
ENSSSCT00000055920	ENSSSCG00000035186	ADCYAP1
ENSSSCT00000047933	ENSSSCG00000040699	ENSSSCG00000040699
ENSSSCT00000074308	ENSSSCG00000031942	YES1
ENSSSCT00000042627	ENSSSCG00000031942	YES1
ENSSSCT00000081937	ENSSSCG00000027169	ENOSF1
ENSSSCT00000026139	ENSSSCG00000027169	ENOSF1
ENSSSCT00000087463	ENSSSCG00000027169	ENOSF1
ENSSSCT00000050505	ENSSSCG00000027169	ENOSF1
ENSSSCT00000057697	ENSSSCG00000057842	ENSSSCG00000057842
ENSSSCT00000054185	ENSSSCG00000032690	ENSSSCG00000032690
ENSSSCT00000055598	ENSSSCG00000003248	ENSSSCG00000003248
ENSSSCT00000091758	ENSSSCG00000035162	U2AF1L4
ENSSSCT00000051835	ENSSSCG00000035162	U2AF1L4
ENSSSCT00000041004	ENSSSCG00000037542	ENSSSCG00000037542
ENSSSCT00000062978	ENSSSCG00000032059	PSENEN
ENSSSCT00000074130	ENSSSCG00000002898	LIN37
ENSSSCT00000003202	ENSSSCG00000002898	LIN37
ENSSSCT00000070299	ENSSSCG00000003306	HELZ2
ENSSSCT00000003670	ENSSSCG00000003306	HELZ2
ENSSSCT00000038332	ENSSSCG00000023498	HSPB6
ENSSSCT00000025250	ENSSSCG00000023498	HSPB6
ENSSSCT00000096962	ENSSSCG00000040678	TYMS
ENSSSCT00000082962	ENSSSCG00000040678	TYMS
ENSSSCT00000087400	ENSSSCG00000040678	TYMS
ENSSSCT00000053392	ENSSSCG00000040678	TYMS
ENSSSCT00000069740	ENSSSCG00000040678	TYMS
ENSSSCT00000100373	ENSSSCG00000060190	PROSER3
ENSSSCT00000080246	ENSSSCG00000060190	PROSER3
ENSSSCT00000055553	ENSSSCG00000060190	PROSER3
ENSSSCT00000003204	ENSSSCG00000060190	PROSER3
ENSSSCT00000057571	ENSSSCG00000039135	ARHGAP33
ENSSSCT00000036949	ENSSSCG00000062012	ENSSSCG00000062012
ENSSSCT00000003218	ENSSSCG00000002913	PRODH2
ENSSSCT00000044147	ENSSSCG00000029284	NPHS1
ENSSSCT00000027791	ENSSSCG00000029284	NPHS1
ENSSSCT00000004102	ENSSSCG00000003703	ENSSSCG00000003703
ENSSSCT00000094685	ENSSSCG00000058549	ENSSSCG00000058549
ENSSSCT00000060527	ENSSSCG00000039627	TMEM200C
ENSSSCT00000094021	ENSSSCG00000059038	ENSSSCG00000059038
ENSSSCT00000004103	ENSSSCG00000003704	ENSSSCG00000003704
ENSSSCT00000102344	ENSSSCG00000053263	ENSSSCG00000053263
ENSSSCT00000102494	ENSSSCG00000057511	ENSSSCG00000057511
ENSSSCT00000105657	ENSSSCG00000062112	ENSSSCG00000062112
ENSSSCT00000106016	ENSSSCG00000052006	ENSSSCG00000052006
ENSSSCT00000081183	ENSSSCG00000041263	ENSSSCG00000041263
ENSSSCT00000092896	ENSSSCG00000061020	ENSSSCG00000061020
ENSSSCT00000089044	ENSSSCG00000002915	KIRREL2
ENSSSCT00000003220	ENSSSCG00000002915	KIRREL2
ENSSSCT00000080790	ENSSSCG00000002915	KIRREL2
ENSSSCT00000083270	ENSSSCG00000002915	KIRREL2
ENSSSCT00000070389	ENSSSCG00000048860	ENSSSCG00000048860
ENSSSCT00000103388	ENSSSCG00000062184	ENSSSCG00000062184
ENSSSCT00000105052	ENSSSCG00000059986	ENSSSCG00000059986
ENSSSCT00000098864	ENSSSCG00000055561	ENSSSCG00000055561
ENSSSCT00000095274	ENSSSCG00000060963	ENSSSCG00000060963
ENSSSCT00000095299	ENSSSCG00000060474	ENSSSCG00000060474
ENSSSCT00000101472	ENSSSCG00000052205	ENSSSCG00000052205
ENSSSCT00000093004	ENSSSCG00000059053	ENSSSCG00000059053
ENSSSCT00000103245	ENSSSCG00000052093	ENSSSCG00000052093
ENSSSCT00000100476	ENSSSCG00000054036	ENSSSCG00000054036
ENSSSCT00000098710	ENSSSCG00000063530	ENSSSCG00000063530
ENSSSCT00000094270	ENSSSCG00000055177	ENSSSCG00000055177
ENSSSCT00000092152	ENSSSCG00000058533	ENSSSCG00000058533
ENSSSCT00000097417	ENSSSCG00000055690	ENSSSCG00000055690
ENSSSCT00000093433	ENSSSCG00000055249	ENSSSCG00000055249
ENSSSCT00000100287	ENSSSCG00000054338	ENSSSCG00000054338
ENSSSCT00000095938	ENSSSCG00000058074	ENSSSCG00000058074
ENSSSCT00000098765	ENSSSCG00000059434	ENSSSCG00000059434
ENSSSCT00000105834	ENSSSCG00000061223	ENSSSCG00000061223
ENSSSCT00000104939	ENSSSCG00000058615	ENSSSCG00000058615
ENSSSCT00000095149	ENSSSCG00000055334	ENSSSCG00000055334
ENSSSCT00000090688	ENSSSCG00000057124	ENSSSCG00000057124
ENSSSCT00000074912	ENSSSCG00000041452	ENSSSCG00000041452
ENSSSCT00000103819	ENSSSCG00000060912	ENSSSCG00000060912
ENSSSCT00000091927	ENSSSCG00000057302	ENSSSCG00000057302
ENSSSCT00000096449	ENSSSCG00000055149	ENSSSCG00000055149
ENSSSCT00000094638	ENSSSCG00000053441	ENSSSCG00000053441
ENSSSCT00000096479	ENSSSCG00000055837	ENSSSCG00000055837
ENSSSCT00000079427	ENSSSCG00000042186	ENSSSCG00000042186
ENSSSCT00000103953	ENSSSCG00000052999	ENSSSCG00000052999
ENSSSCT00000099961	ENSSSCG00000058699	ENSSSCG00000058699
ENSSSCT00000038071	ENSSSCG00000039279	ENSSSCG00000039279
ENSSSCT00000100862	ENSSSCG00000056131	ENSSSCG00000056131
ENSSSCT00000093842	ENSSSCG00000062425	ENSSSCG00000062425
ENSSSCT00000098551	ENSSSCG00000062404	ENSSSCG00000062404
ENSSSCT00000103956	ENSSSCG00000059075	ENSSSCG00000059075
ENSSSCT00000103964	ENSSSCG00000059829	ENSSSCG00000059829
ENSSSCT00000099589	ENSSSCG00000059164	ENSSSCG00000059164
ENSSSCT00000073494	ENSSSCG00000044910	ENSSSCG00000044910
ENSSSCT00000081115	ENSSSCG00000044910	ENSSSCG00000044910
ENSSSCT00000003679	ENSSSCG00000003315	NLRP8
ENSSSCT00000019907	ENSSSCG00000018312	U6
ENSSSCT00000097413	ENSSSCG00000059799	U6
ENSSSCT00000021819	ENSSSCG00000020224	U6
ENSSSCT00000029788	ENSSSCG00000028017	U6
ENSSSCT00000099136	ENSSSCG00000054247	U6
ENSSSCT00000019918	ENSSSCG00000018323	U2
ENSSSCT00000083360	ENSSSCG00000045029	U2
ENSSSCT00000003671	ENSSSCG00000003307	NLRP9
ENSSSCT00000093702	ENSSSCG00000060809	U6
ENSSSCT00000031380	ENSSSCG00000029537	MIR1-2
ENSSSCT00000063266	ENSSSCG00000002916	APLP1
ENSSSCT00000044708	ENSSSCG00000002916	APLP1
ENSSSCT00000027846	ENSSSCG00000026111	MIR133A1
ENSSSCT00000056421	ENSSSCG00000058470	MYL12B
ENSSSCT00000003675	ENSSSCG00000003311	ENSSSCG00000003311
ENSSSCT00000034923	ENSSSCG00000003314	NLRP11
ENSSSCT00000089991	ENSSSCG00000045118	NLRP4
ENSSSCT00000086538	ENSSSCG00000045118	NLRP4
ENSSSCT00000077230	ENSSSCG00000045118	NLRP4
ENSSSCT00000031018	ENSSSCG00000024227	NLRP13
ENSSSCT00000064303	ENSSSCG00000002929	SYNE4
ENSSSCT00000003215	ENSSSCG00000002910	ALKBH6
ENSSSCT00000022327	ENSSSCG00000002921	CLIP3
ENSSSCT00000103431	ENSSSCG00000062589	THAP8
ENSSSCT00000098389	ENSSSCG00000002923	WDR62
ENSSSCT00000096418	ENSSSCG00000002923	WDR62
ENSSSCT00000003228	ENSSSCG00000002923	WDR62
ENSSSCT00000064920	ENSSSCG00000028108	ASAP3
ENSSSCT00000022632	ENSSSCG00000028108	ASAP3
ENSSSCT00000040503	ENSSSCG00000028108	ASAP3
ENSSSCT00000066472	ENSSSCG00000042327	OVOL3
ENSSSCT00000044156	ENSSSCG00000039196	POLR2I
ENSSSCT00000003232	ENSSSCG00000002926	TBCB
ENSSSCT00000098470	ENSSSCG00000002926	TBCB
ENSSSCT00000095232	ENSSSCG00000030149	CAPNS1
ENSSSCT00000031590	ENSSSCG00000030149	CAPNS1
ENSSSCT00000104814	ENSSSCG00000030149	CAPNS1
ENSSSCT00000043036	ENSSSCG00000037792	COX7A1
ENSSSCT00000075189	ENSSSCG00000025355	ZNF146
ENSSSCT00000071419	ENSSSCG00000025355	ZNF146
ENSSSCT00000050714	ENSSSCG00000025355	ZNF146
ENSSSCT00000069616	ENSSSCG00000025355	ZNF146
ENSSSCT00000024653	ENSSSCG00000025355	ZNF146
ENSSSCT00000067778	ENSSSCG00000025355	ZNF146
ENSSSCT00000048166	ENSSSCG00000002931	ZNF565
ENSSSCT00000003245	ENSSSCG00000002932	ZNF567
ENSSSCT00000072047	ENSSSCG00000002932	ZNF567
ENSSSCT00000026805	ENSSSCG00000026790	ENSSSCG00000026790
ENSSSCT00000042048	ENSSSCG00000040973	ENSSSCG00000040973
ENSSSCT00000060062	ENSSSCG00000033156	CMTR2
ENSSSCT00000093751	ENSSSCG00000002730	CALB2
ENSSSCT00000041287	ENSSSCG00000002730	CALB2
ENSSSCT00000003025	ENSSSCG00000002730	CALB2
ENSSSCT00000040041	ENSSSCG00000061373	ZNF461
ENSSSCT00000003246	ENSSSCG00000002933	ZNF382
ENSSSCT00000082712	ENSSSCG00000043891	TLE7
ENSSSCT00000003258	ENSSSCG00000029875	ZNF529
ENSSSCT00000003034	ENSSSCG00000002738	ZNF23
ENSSSCT00000003033	ENSSSCG00000002737	CHST4
ENSSSCT00000057292	ENSSSCG00000002737	CHST4
ENSSSCT00000045961	ENSSSCG00000002930	ZNF260
ENSSSCT00000064022	ENSSSCG00000002930	ZNF260
ENSSSCT00000098644	ENSSSCG00000002736	TAT
ENSSSCT00000003032	ENSSSCG00000002736	TAT
ENSSSCT00000073797	ENSSSCG00000002734	MARVELD3
ENSSSCT00000003030	ENSSSCG00000002734	MARVELD3
ENSSSCT00000003242	ENSSSCG00000029170	ZNF566
ENSSSCT00000044991	ENSSSCG00000031915	ZFP82
ENSSSCT00000003035	ENSSSCG00000002739	PHLPP2
ENSSSCT00000024128	ENSSSCG00000002739	PHLPP2
ENSSSCT00000095737	ENSSSCG00000032673	ZFP14
ENSSSCT00000052379	ENSSSCG00000032673	ZFP14
ENSSSCT00000103950	ENSSSCG00000023195	ENSSSCG00000023195
ENSSSCT00000061918	ENSSSCG00000023195	ENSSSCG00000023195
ENSSSCT00000003036	ENSSSCG00000002740	AP1G1
ENSSSCT00000046604	ENSSSCG00000002743	IST1
ENSSSCT00000049239	ENSSSCG00000002743	IST1
ENSSSCT00000051507	ENSSSCG00000002743	IST1
ENSSSCT00000003039	ENSSSCG00000002743	IST1
ENSSSCT00000065301	ENSSSCG00000002743	IST1
ENSSSCT00000003248	ENSSSCG00000002935	ENSSSCG00000002935
ENSSSCT00000086284	ENSSSCG00000002935	ENSSSCG00000002935
ENSSSCT00000055356	ENSSSCG00000002935	ENSSSCG00000002935
ENSSSCT00000082411	ENSSSCG00000042040	ENSSSCG00000042040
ENSSSCT00000057244	ENSSSCG00000063057	ZNF829
ENSSSCT00000043461	ENSSSCG00000038917	ATXN1L
ENSSSCT00000044684	ENSSSCG00000002741	ZNF821
ENSSSCT00000024430	ENSSSCG00000002741	ZNF821
ENSSSCT00000062831	ENSSSCG00000002741	ZNF821
ENSSSCT00000064074	ENSSSCG00000033611	ZNF793
ENSSSCT00000098361	ENSSSCG00000055830	ENSSSCG00000055830
ENSSSCT00000003260	ENSSSCG00000002938	ENSSSCG00000002938
ENSSSCT00000074868	ENSSSCG00000002938	ENSSSCG00000002938
ENSSSCT00000086301	ENSSSCG00000002746	DHODH
ENSSSCT00000071452	ENSSSCG00000002746	DHODH
ENSSSCT00000003043	ENSSSCG00000002746	DHODH
ENSSSCT00000057579	ENSSSCG00000021946	ZNF383
ENSSSCT00000022792	ENSSSCG00000021946	ZNF383
ENSSSCT00000003046	ENSSSCG00000002749	ENSSSCG00000002749
ENSSSCT00000104823	ENSSSCG00000002749	ENSSSCG00000002749
ENSSSCT00000025187	ENSSSCG00000025218	TXNL4B
ENSSSCT00000039122	ENSSSCG00000025218	TXNL4B
ENSSSCT00000052694	ENSSSCG00000022423	ENSSSCG00000022423
ENSSSCT00000030595	ENSSSCG00000022423	ENSSSCG00000022423
ENSSSCT00000003045	ENSSSCG00000002748	DHX38
ENSSSCT00000064324	ENSSSCG00000021741	ZNF527
ENSSSCT00000047576	ENSSSCG00000021741	ZNF527
ENSSSCT00000003044	ENSSSCG00000002747	PMFBP1
ENSSSCT00000043802	ENSSSCG00000034449	RSRP1
ENSSSCT00000074891	ENSSSCG00000045697	ENSSSCG00000045697
ENSSSCT00000003257	ENSSSCG00000029420	ZNF569
ENSSSCT00000085215	ENSSSCG00000029420	ZNF569
ENSSSCT00000097613	ENSSSCG00000063486	ENSSSCG00000063486
ENSSSCT00000098313	ENSSSCG00000055534	ENSSSCG00000055534
ENSSSCT00000043216	ENSSSCG00000024267	TMEM50A
ENSSSCT00000079061	ENSSSCG00000047099	ENSSSCG00000047099
ENSSSCT00000084301	ENSSSCG00000050436	ENSSSCG00000050436
ENSSSCT00000075002	ENSSSCG00000040993	ENSSSCG00000040993
ENSSSCT00000063716	ENSSSCG00000031612	ZNF570
ENSSSCT00000068643	ENSSSCG00000050689	ENSSSCG00000050689
ENSSSCT00000099927	ENSSSCG00000060247	ENSSSCG00000060247
ENSSSCT00000046937	ENSSSCG00000002937	ENSSSCG00000002937
ENSSSCT00000093887	ENSSSCG00000063296	ENSSSCG00000063296
ENSSSCT00000101838	ENSSSCG00000057065	ENSSSCG00000057065
ENSSSCT00000098665	ENSSSCG00000052807	ENSSSCG00000052807
ENSSSCT00000104477	ENSSSCG00000053272	ENSSSCG00000053272
ENSSSCT00000099704	ENSSSCG00000056048	ENSSSCG00000056048
ENSSSCT00000104137	ENSSSCG00000063173	ENSSSCG00000063173
ENSSSCT00000092018	ENSSSCG00000060362	ENSSSCG00000060362
ENSSSCT00000095662	ENSSSCG00000057571	ENSSSCG00000057571
ENSSSCT00000093162	ENSSSCG00000056594	ENSSSCG00000056594
ENSSSCT00000003256	ENSSSCG00000025590	ENSSSCG00000025590
ENSSSCT00000102051	ENSSSCG00000063542	ENSSSCG00000063542
ENSSSCT00000077330	ENSSSCG00000026791	RHCE
ENSSSCT00000029821	ENSSSCG00000026791	RHCE
ENSSSCT00000096409	ENSSSCG00000052758	ENSSSCG00000052758
ENSSSCT00000095934	ENSSSCG00000059853	ENSSSCG00000059853
ENSSSCT00000061031	ENSSSCG00000029600	ENSSSCG00000029600
ENSSSCT00000102473	ENSSSCG00000058708	ENSSSCG00000058708
ENSSSCT00000104836	ENSSSCG00000057413	ENSSSCG00000057413
ENSSSCT00000077243	ENSSSCG00000043166	ENSSSCG00000043166
ENSSSCT00000071198	ENSSSCG00000029408	ZFP30
ENSSSCT00000054068	ENSSSCG00000029408	ZFP30
ENSSSCT00000086823	ENSSSCG00000029408	ZFP30
ENSSSCT00000077958	ENSSSCG00000042825	ENSSSCG00000042825
ENSSSCT00000077879	ENSSSCG00000043353	ENSSSCG00000043353
ENSSSCT00000099469	ENSSSCG00000053289	ENSSSCG00000053289
ENSSSCT00000098645	ENSSSCG00000058146	ENSSSCG00000058146
ENSSSCT00000094510	ENSSSCG00000057766	ENSSSCG00000057766
ENSSSCT00000104964	ENSSSCG00000060102	ENSSSCG00000060102
ENSSSCT00000094567	ENSSSCG00000057093	ENSSSCG00000057093
ENSSSCT00000096158	ENSSSCG00000059221	ENSSSCG00000059221
ENSSSCT00000092646	ENSSSCG00000053114	ENSSSCG00000053114
ENSSSCT00000093986	ENSSSCG00000057921	ENSSSCG00000057921
ENSSSCT00000085905	ENSSSCG00000047359	ENSSSCG00000047359
ENSSSCT00000091057	ENSSSCG00000041519	ENSSSCG00000041519
ENSSSCT00000082143	ENSSSCG00000041474	ENSSSCG00000041474
ENSSSCT00000095479	ENSSSCG00000056956	ENSSSCG00000056956
ENSSSCT00000101979	ENSSSCG00000060487	ENSSSCG00000060487
ENSSSCT00000095808	ENSSSCG00000060487	ENSSSCG00000060487
ENSSSCT00000106236	ENSSSCG00000060487	ENSSSCG00000060487
ENSSSCT00000106299	ENSSSCG00000063114	ENSSSCG00000063114
ENSSSCT00000103224	ENSSSCG00000059764	ENSSSCG00000059764
ENSSSCT00000099070	ENSSSCG00000053257	ENSSSCG00000053257
ENSSSCT00000092811	ENSSSCG00000061174	ENSSSCG00000061174
ENSSSCT00000105585	ENSSSCG00000055852	ENSSSCG00000055852
ENSSSCT00000095238	ENSSSCG00000052407	ENSSSCG00000052407
ENSSSCT00000080750	ENSSSCG00000048283	ENSSSCG00000048283
ENSSSCT00000075578	ENSSSCG00000048283	ENSSSCG00000048283
ENSSSCT00000100576	ENSSSCG00000053189	ENSSSCG00000053189
ENSSSCT00000099302	ENSSSCG00000060193	ENSSSCG00000060193
ENSSSCT00000102332	ENSSSCG00000054484	ENSSSCG00000054484
ENSSSCT00000095819	ENSSSCG00000058326	ENSSSCG00000058326
ENSSSCT00000102096	ENSSSCG00000063365	ENSSSCG00000063365
ENSSSCT00000093985	ENSSSCG00000054775	ENSSSCG00000054775
ENSSSCT00000101367	ENSSSCG00000056427	ENSSSCG00000056427
ENSSSCT00000087284	ENSSSCG00000041338	ENSSSCG00000041338
ENSSSCT00000104490	ENSSSCG00000061288	ENSSSCG00000061288
ENSSSCT00000094502	ENSSSCG00000059270	ENSSSCG00000059270
ENSSSCT00000101211	ENSSSCG00000054974	ENSSSCG00000054974
ENSSSCT00000101255	ENSSSCG00000060942	ENSSSCG00000060942
ENSSSCT00000099939	ENSSSCG00000062804	ENSSSCG00000062804
ENSSSCT00000070270	ENSSSCG00000041998	ENSSSCG00000041998
ENSSSCT00000072893	ENSSSCG00000043245	ENSSSCG00000043245
ENSSSCT00000083450	ENSSSCG00000048203	ENSSSCG00000048203
ENSSSCT00000100776	ENSSSCG00000063330	ENSSSCG00000063330
ENSSSCT00000096157	ENSSSCG00000053500	ENSSSCG00000053500
ENSSSCT00000091708	ENSSSCG00000059036	ENSSSCG00000059036
ENSSSCT00000097571	ENSSSCG00000053714	ENSSSCG00000053714
ENSSSCT00000003266	ENSSSCG00000002944	ENSSSCG00000002944
ENSSSCT00000096872	ENSSSCG00000062150	ENSSSCG00000062150
ENSSSCT00000106156	ENSSSCG00000055623	ENSSSCG00000055623
ENSSSCT00000105911	ENSSSCG00000052747	ENSSSCG00000052747
ENSSSCT00000103040	ENSSSCG00000052748	ENSSSCG00000052748
ENSSSCT00000102548	ENSSSCG00000056084	ENSSSCG00000056084
ENSSSCT00000101070	ENSSSCG00000056084	ENSSSCG00000056084
ENSSSCT00000090231	ENSSSCG00000045991	ENSSSCG00000045991
ENSSSCT00000003272	ENSSSCG00000002950	SIPA1L3
ENSSSCT00000048301	ENSSSCG00000002950	SIPA1L3
ENSSSCT00000053873	ENSSSCG00000061838	U6
ENSSSCT00000082530	ENSSSCG00000050413	ENSSSCG00000050413
ENSSSCT00000020990	ENSSSCG00000019395	SNORD71
ENSSSCT00000032324	ENSSSCG00000035474	U6
ENSSSCT00000022203	ENSSSCG00000020608	U6
ENSSSCT00000024190	ENSSSCG00000022561	MIR138-2
ENSSSCT00000030513	ENSSSCG00000028710	MIR140
ENSSSCT00000066331	ENSSSCG00000059404	ENSSSCG00000059404
ENSSSCT00000029094	ENSSSCG00000059404	ENSSSCG00000059404
ENSSSCT00000055809	ENSSSCG00000032643	SLC12A3
ENSSSCT00000080331	ENSSSCG00000003251	NLRP12
ENSSSCT00000084952	ENSSSCG00000025160	DPF1
ENSSSCT00000063651	ENSSSCG00000025160	DPF1
ENSSSCT00000079400	ENSSSCG00000025160	DPF1
ENSSSCT00000025066	ENSSSCG00000025160	DPF1
ENSSSCT00000086846	ENSSSCG00000038077	PPP1R14A
ENSSSCT00000094828	ENSSSCG00000038077	PPP1R14A
ENSSSCT00000047857	ENSSSCG00000002954	SPINT2
ENSSSCT00000063727	ENSSSCG00000002954	SPINT2
ENSSSCT00000098175	ENSSSCG00000056430	ENSSSCG00000056430
ENSSSCT00000098738	ENSSSCG00000058854	ENSSSCG00000058854
ENSSSCT00000003274	ENSSSCG00000002952	YIF1B
ENSSSCT00000096609	ENSSSCG00000002952	YIF1B
ENSSSCT00000090048	ENSSSCG00000002952	YIF1B
ENSSSCT00000062105	ENSSSCG00000002952	YIF1B
ENSSSCT00000105116	ENSSSCG00000002952	YIF1B
ENSSSCT00000044849	ENSSSCG00000038902	KCNK6
ENSSSCT00000003278	ENSSSCG00000002955	CATSPERG
ENSSSCT00000041875	ENSSSCG00000002955	CATSPERG
ENSSSCT00000049361	ENSSSCG00000036658	PSMD8
ENSSSCT00000003280	ENSSSCG00000002957	GGN
ENSSSCT00000050849	ENSSSCG00000002957	GGN
ENSSSCT00000057412	ENSSSCG00000035216	SPRED3
ENSSSCT00000089503	ENSSSCG00000035216	SPRED3
ENSSSCT00000003829	ENSSSCG00000003448	ENSSSCG00000003448
ENSSSCT00000036705	ENSSSCG00000040680	ENSSSCG00000040680
ENSSSCT00000003887	ENSSSCG00000003499	ENSSSCG00000003499
ENSSSCT00000003886	ENSSSCG00000003498	UBXN10
ENSSSCT00000066413	ENSSSCG00000037632	ENSSSCG00000037632
ENSSSCT00000094265	ENSSSCG00000037632	ENSSSCG00000037632
ENSSSCT00000047279	ENSSSCG00000039652	OTUD3
ENSSSCT00000060794	ENSSSCG00000039973	TAS1R2
ENSSSCT00000055890	ENSSSCG00000024752	ALDH4A1
ENSSSCT00000022352	ENSSSCG00000024752	ALDH4A1
ENSSSCT00000100060	ENSSSCG00000024752	ALDH4A1
ENSSSCT00000103271	ENSSSCG00000024752	ALDH4A1
ENSSSCT00000038788	ENSSSCG00000003407	CASZ1
ENSSSCT00000003780	ENSSSCG00000003407	CASZ1
ENSSSCT00000061720	ENSSSCG00000003407	CASZ1
ENSSSCT00000004018	ENSSSCG00000003622	ENSSSCG00000003622
ENSSSCT00000027028	ENSSSCG00000022839	IFFO2
ENSSSCT00000081086	ENSSSCG00000047402	ENSSSCG00000047402
ENSSSCT00000070669	ENSSSCG00000049113	ENSSSCG00000049113
ENSSSCT00000033697	ENSSSCG00000003481	PADI1
ENSSSCT00000004019	ENSSSCG00000003623	C1orf94
ENSSSCT00000003868	ENSSSCG00000003482	PADI3
ENSSSCT00000085751	ENSSSCG00000003527	EPHB2
ENSSSCT00000068010	ENSSSCG00000003527	EPHB2
ENSSSCT00000003918	ENSSSCG00000003527	EPHB2
ENSSSCT00000003869	ENSSSCG00000003483	PADI4
ENSSSCT00000003830	ENSSSCG00000003449	LRRC38
ENSSSCT00000071276	ENSSSCG00000020926	SDHB
ENSSSCT00000027692	ENSSSCG00000020926	SDHB
ENSSSCT00000039949	ENSSSCG00000003405	PEX14
ENSSSCT00000003778	ENSSSCG00000003405	PEX14
ENSSSCT00000003920	ENSSSCG00000003529	LACTBL1
ENSSSCT00000084633	ENSSSCG00000003529	LACTBL1
ENSSSCT00000003921	ENSSSCG00000003530	TEX46
ENSSSCT00000003923	ENSSSCG00000003531	KDM1A
ENSSSCT00000062834	ENSSSCG00000003531	KDM1A
ENSSSCT00000003922	ENSSSCG00000003531	KDM1A
ENSSSCT00000042230	ENSSSCG00000033887	PLA2G2E
ENSSSCT00000042387	ENSSSCG00000034429	PLA2G5
ENSSSCT00000065592	ENSSSCG00000003494	PLA2G2A
ENSSSCT00000061504	ENSSSCG00000003532	LUZP1
ENSSSCT00000003924	ENSSSCG00000003532	LUZP1
ENSSSCT00000075063	ENSSSCG00000025500	ENSSSCG00000025500
ENSSSCT00000023038	ENSSSCG00000025500	ENSSSCG00000025500
ENSSSCT00000098854	ENSSSCG00000023761	HNRNPR
ENSSSCT00000026348	ENSSSCG00000023761	HNRNPR
ENSSSCT00000105634	ENSSSCG00000023761	HNRNPR
ENSSSCT00000044093	ENSSSCG00000023761	HNRNPR
ENSSSCT00000045044	ENSSSCG00000023761	HNRNPR
ENSSSCT00000003883	ENSSSCG00000003495	ENSSSCG00000003495
ENSSSCT00000089697	ENSSSCG00000031106	PLA2G2D
ENSSSCT00000058054	ENSSSCG00000031106	PLA2G2D
ENSSSCT00000056427	ENSSSCG00000036504	PLA2G2F
ENSSSCT00000058530	ENSSSCG00000035332	ZNF436
ENSSSCT00000099154	ENSSSCG00000032674	TCEA3
ENSSSCT00000045980	ENSSSCG00000032674	TCEA3
ENSSSCT00000089242	ENSSSCG00000032674	TCEA3
ENSSSCT00000074480	ENSSSCG00000032674	TCEA3
ENSSSCT00000045709	ENSSSCG00000003485	RCC2
ENSSSCT00000055222	ENSSSCG00000003485	RCC2
ENSSSCT00000046280	ENSSSCG00000003485	RCC2
ENSSSCT00000071784	ENSSSCG00000024818	RCAN3
ENSSSCT00000003934	ENSSSCG00000024818	RCAN3
ENSSSCT00000055337	ENSSSCG00000024818	RCAN3
ENSSSCT00000003940	ENSSSCG00000024818	RCAN3
ENSSSCT00000075071	ENSSSCG00000038035	ENSSSCG00000038035
ENSSSCT00000063683	ENSSSCG00000038035	ENSSSCG00000038035
ENSSSCT00000071333	ENSSSCG00000024260	RPL11
ENSSSCT00000088005	ENSSSCG00000024260	RPL11
ENSSSCT00000081597	ENSSSCG00000025440	ELOA
ENSSSCT00000027579	ENSSSCG00000025440	ELOA
ENSSSCT00000096721	ENSSSCG00000063300	ENSSSCG00000063300
ENSSSCT00000104561	ENSSSCG00000057072	ENSSSCG00000057072
ENSSSCT00000024525	ENSSSCG00000023495	PITHD1
ENSSSCT00000074509	ENSSSCG00000023191	LYPLA2
ENSSSCT00000070083	ENSSSCG00000023191	LYPLA2
ENSSSCT00000024963	ENSSSCG00000023191	LYPLA2
ENSSSCT00000064849	ENSSSCG00000023191	LYPLA2
ENSSSCT00000058934	ENSSSCG00000027827	GALE
ENSSSCT00000028713	ENSSSCG00000027827	GALE
ENSSSCT00000043433	ENSSSCG00000027827	GALE
ENSSSCT00000069153	ENSSSCG00000034627	PAX7
ENSSSCT00000040423	ENSSSCG00000034627	PAX7
ENSSSCT00000047993	ENSSSCG00000026025	HMGCL
ENSSSCT00000027923	ENSSSCG00000026025	HMGCL
ENSSSCT00000101193	ENSSSCG00000026025	HMGCL
